0,101,113369.66,,M,,1,TYPE-A,59,0,SEMI-ANNUAL,1184733,20110420,
0,22,154635.15,M,F,309996,2,TYPE-A,47,2,ANNUAL,343344,20131008,
0,17,123602.4,M,M,2449992,1,TYPE-A,60,2,MONTHLY,347877,20130710,
0,96,101550,,F,,1,TYPE-A,41,0,ANNUAL,775388,20110107,
0,12,200000,S,M,3999996,1,TYPE-B,35,0,ANNUAL,1215055,20110331,
0,17,190067.64,S,F,499992,1,TYPE-A,23,0,MONTHLY,343344,20130228,
1,17,123713.64,M,M,300000,1,TYPE-A,64,2,MONTHLY,343344,20130331,20130513
0,22,100000,M,M,500004,5,TYPE-B,35,3,SEMI-ANNUAL,858477,20100115,
0,17,120000.84,,M,849996,5,TYPE-A,57,2,MONTHLY,343333,20130628,
0,17,103090.01,M,M,399996,2,TYPE-A,44,2,ANNUAL,1242622,20130330,
0,12,100002.72,M,M,240000,1,TYPE-B,49,1,MONTHLY,1174677,20110113,
1,53,220605,M,M,300000,1,TYPE-B,41,2,ANNUAL,832200,20100331,20110527
0,12,200000,M,M,199992,2,TYPE-B,36,3,SEMI-ANNUAL,1366522,20130123,
0,12,390000,,M,2199996,1,TYPE-B,42,1,SEMI-ANNUAL,1219222,20121029,
0,12,100000,M,M,349992,1,TYPE-B,44,1,SEMI-ANNUAL,493222,20090320,
0,17,257395.92,M,M,3699996,1,TYPE-A,57,1,MONTHLY,347811,20130930,
1,45,100000,M,M,450000,1,TYPE-B,49,2,ANNUAL,270777,20100707,20110905
0,12,100000,M,F,4200000,2,TYPE-B,65,1,SEMI-ANNUAL,1418600,20130628,
0,27,104005.65,M,F,349992,2,TYPE-A,44,3,ANNUAL,1394400,20130331,
0,43,120000.96,M,F,,4,TYPE-B,42,2,MONTHLY,348355,20080731,
1,17,100000,M,M,450000,1,TYPE-B,37,1,ANNUAL,256488,20081222,20100218
0,44,125000,M,M,404340,1,TYPE-B,50,1,ANNUAL,1121599,20100823,
0,12,200000,,M,,6,TYPE-B,63,0,ANNUAL,789533,20110927,
0,39,100000,M,F,249996,1,TYPE-B,40,1,SEMI-ANNUAL,89344,20091026,
1,12,100000,S,M,525000,1,TYPE-B,28,0,ANNUAL,778699,20120330,20130527
0,29,100000,M,M,500004,1,TYPE-B,56,2,ANNUAL,280411,20090107,
0,64,103204.92,M,M,1999992,2,TYPE-A,40,1,QUARTERLY,347966,20130425,
1,12,100000.8,S,M,150000,1,TYPE-B,33,0,MONTHLY,67766,20080124,20080523
1,12,100000,M,M,900000,2,TYPE-B,53,3,ANNUAL,1325688,20120608,20130807
0,22,103090.02,,M,1500000,1,TYPE-A,48,0,ANNUAL,773733,20130528,
0,12,300000,,F,399996,1,TYPE-B,58,0,ANNUAL,1368044,20121130,
0,42,100000,M,M,800004,1,TYPE-B,52,2,ANNUAL,184844,20100716,
0,54,200355.42,M,M,510000,1,TYPE-A,51,1,ANNUAL,296411,20130322,
0,17,247279.92,M,M,900000,2,TYPE-A,48,3,MONTHLY,343344,20130214,
0,20,120000,M,F,300000,1,TYPE-B,65,1,MONTHLY,343344,20091014,
1,22,130000,S,M,399996,1,TYPE-B,25,0,ANNUAL,530955,20091229,20110226
0,97,103090.73,,F,1899996,2,TYPE-A,33,0,ANNUAL,1219222,20130331,
0,12,100000,S,M,399996,1,TYPE-B,23,0,ANNUAL,137655,20080922,
0,12,200001.6,S,M,450000,2,TYPE-B,24,0,MONTHLY,1252911,20120221,
0,57,100003.15,M,M,499992,2,TYPE-A,47,3,ANNUAL,541000,20130930,
0,12,100000,,,,1,TYPE-B,55,1,ANNUAL,555255,20091030,
1,12,100000,S,M,594996,1,TYPE-B,23,0,SEMI-ANNUAL,425166,20080904,20090503
1,9,120011.88,S,F,300000,1,TYPE-B,27,0,MONTHLY,259355,20090121,20090520
0,53,100000,M,M,699996,1,TYPE-B,41,1,ANNUAL,679211,20100908,
0,22,154635.08,M,M,5354412,2,TYPE-A,47,2,ANNUAL,377711,20121228,
0,17,103469.72,D,M,399996,2,TYPE-A,61,0,ANNUAL,1389911,20130628,
1,9,100000,S,M,350004,1,TYPE-B,21,0,SEMI-ANNUAL,798311,20091116,20100713
0,27,150000,,,,,TYPE-B,52,0,ANNUAL,752755,20100331,
1,17,100000.81,M,M,249996,5,TYPE-B,33,1,ANNUAL,247144,20090522,20100721
0,17,150000.21,M,F,999996,2,TYPE-A,51,1,ANNUAL,1214755,20131129,
0,78,449999.9,,M,900000,1,TYPE-A,50,0,ANNUAL,1234800,20130821,
0,26,200000,M,M,,6,TYPE-B,68,1,SEMI-ANNUAL,309877,20100625,
0,17,125000,,,,1,TYPE-B,42,0,ANNUAL,11477,20080924,
0,12,200000,M,F,330000,1,TYPE-B,29,2,ANNUAL,879055,20100831,
1,12,100000,,F,,1,TYPE-B,40,0,ANNUAL,461211,20101029,20111227
1,27,100000,M,F,350004,1,TYPE-B,24,3,ANNUAL,538877,20100818,20111017
0,22,120000.96,M,M,612996,2,TYPE-B,47,3,MONTHLY,1230277,20120613,
0,22,100000.42,S,F,300000,2,TYPE-A,25,0,ANNUAL,532155,20121127,
0,17,100000,S,M,300000,1,TYPE-B,25,0,QUARTERLY,752299,20100326,
0,41,100000,M,F,5499996,1,TYPE-B,53,1,ANNUAL,20900,20100713,
0,27,417700.06,M,M,799992,1,TYPE-A,54,3,ANNUAL,343344,20130118,
0,9,100000,,,,1,TYPE-B,50,0,ANNUAL,631200,20090227,
1,9,150001.2,S,M,500004,1,TYPE-B,23,0,MONTHLY,262811,20090105,20090502
1,12,250000,M,F,713496,1,TYPE-B,44,1,ANNUAL,1282388,20120227,20130426
1,12,100100,M,F,500004,1,TYPE-B,42,1,ANNUAL,499499,20110218,20120418
1,17,100000,,,,1,TYPE-B,26,0,ANNUAL,295888,20080729,20110926
0,32,103090.02,,M,300000,2,TYPE-A,34,1,ANNUAL,1241499,20130826,
0,22,100000,M,F,,6,TYPE-B,72,2,SEMI-ANNUAL,270777,20100706,
1,67,199997.44,M,M,999996,1,TYPE-A,37,3,SEMI-ANNUAL,1132544,20110603,20120102
1,85,105000.16,,M,999996,2,TYPE-A,57,0,ANNUAL,1290566,20120227,20130329
1,32,242412.72,,M,120000,4,TYPE-A,41,1,MONTHLY,1431722,20130628,20130912
0,41,120000,M,F,1200000,1,TYPE-B,54,3,MONTHLY,883355,20100614,
0,17,111703.38,,M,300000,1,TYPE-A,71,1,ANNUAL,343344,20130331,
0,12,100000,M,F,135096,1,TYPE-B,39,1,ANNUAL,11544,20070625,
1,27,110000,,,,1,TYPE-B,72,0,SEMI-ANNUAL,453433,20100831,20110429
0,63,101592.24,M,F,1200000,1,TYPE-A,41,1,ANNUAL,1242677,20110729,
0,17,100000,M,M,290004,1,TYPE-B,44,1,SEMI-ANNUAL,205600,20081020,
0,9,100000,M,M,549996,5,TYPE-B,64,2,ANNUAL,773999,20100129,
0,17,100000,M,F,249996,1,TYPE-B,57,2,SEMI-ANNUAL,428277,20100331,
1,12,149999.99,M,M,849996,1,TYPE-B,58,2,ANNUAL,418122,20110331,20130527
0,37,100514.18,S,M,424992,1,TYPE-A,26,0,ANNUAL,1190522,20110321,
0,17,125000,M,M,,6,TYPE-A,64,1,ANNUAL,169155,20130214,
0,17,125017.09,,M,600000,1,TYPE-A,50,0,ANNUAL,343399,20131129,
0,9,600000,M,M,9999996,1,TYPE-B,47,2,ANNUAL,739300,20090925,
1,32,100000,M,M,,6,TYPE-B,62,2,ANNUAL,708822,20100226,20110427
0,17,123744.52,,F,,6,TYPE-A,67,3,SEMI-ANNUAL,343377,20130330,
0,22,150000.35,M,M,1200000,1,TYPE-A,63,1,ANNUAL,343355,20130628,
1,27,150001.2,,,,1,TYPE-B,58,0,MONTHLY,702966,20100331,20100727
1,12,100000,M,M,249996,1,TYPE-B,45,2,ANNUAL,389722,20120510,20130709
0,30,200000,M,F,350004,1,TYPE-B,55,1,SEMI-ANNUAL,91400,20080722,
1,19,1224164,M,F,999996,1,TYPE-B,75,1,ANNUAL,739255,20100730,20110926
0,12,250000,M,F,1500000,2,TYPE-B,44,1,ANNUAL,1463822,20130930,
0,12,100000,M,M,450000,1,TYPE-B,61,2,ANNUAL,33666,20081219,
0,17,105192.84,M,M,750000,1,TYPE-A,54,3,MONTHLY,1079488,20130529,
1,37,199980,M,F,800004,1,TYPE-B,48,2,ANNUAL,579400,20090227,20100429
1,48,200022.53,,M,1899996,1,TYPE-A,59,1,ANNUAL,1198522,20110530,20120627
1,17,100000,M,M,600000,1,TYPE-B,39,1,ANNUAL,791422,20091028,20101227
0,32,134999.97,,M,300000,1,TYPE-A,58,1,ANNUAL,1401755,20130524,
0,43,1000000,S,M,699996,1,TYPE-B,52,0,SINGLE-PREMIUM,751144,20100319,
0,92,103192.63,,M,,6,TYPE-A,84,0,ANNUAL,20988,20130531,
0,74,100000,S,F,,6,TYPE-B,19,0,ANNUAL,343344,20100308,
1,29,108000.84,M,M,500004,1,TYPE-B,61,2,MONTHLY,494122,20100211,20100610
0,17,103090.01,,M,,6,TYPE-A,76,2,ANNUAL,343344,20131129,
1,45,1000000,M,M,1200000,1,TYPE-B,49,1,ANNUAL,304122,20100831,20111027
1,12,199999.99,W,M,300000,2,TYPE-B,59,0,ANNUAL,942344,20120320,20130519
0,17,132920.52,M,F,799992,1,TYPE-A,43,2,MONTHLY,343344,20131119,
0,27,100000,M,M,300000,1,TYPE-B,30,3,ANNUAL,879766,20100323,
1,12,100000,,F,289008,2,TYPE-B,38,0,ANNUAL,1288544,20111227,20130225
1,12,1000000,M,M,1200000,2,TYPE-B,39,2,ANNUAL,614377,20120227,20130426
0,101,113882.5,,F,325500,2,TYPE-A,62,0,ANNUAL,1342300,20120731,
0,17,120001.92,M,F,499992,2,TYPE-A,41,2,MONTHLY,343466,20131028,
1,12,100000,,M,499992,1,TYPE-B,59,0,SEMI-ANNUAL,1219222,20120330,20121127
0,27,100003.21,M,M,450000,1,TYPE-A,48,2,ANNUAL,1126533,20120223,
1,54,325069.79,,F,,6,TYPE-A,73,2,ANNUAL,1219322,20120525,20130624
0,12,175000,,M,1599996,2,TYPE-B,70,0,ANNUAL,736922,20130331,
0,12,100000,,F,,1,TYPE-B,47,0,ANNUAL,1186511,20110120,
1,22,100000,M,M,210000,1,TYPE-B,47,2,SEMI-ANNUAL,123055,20100113,20110911
1,30,100000,M,M,650004,1,TYPE-B,64,1,ANNUAL,870344,20100831,20111027
0,27,125046.52,M,M,2019864,2,TYPE-A,38,1,ANNUAL,306044,20131007,
0,17,120639.6,,M,450000,2,TYPE-A,62,0,MONTHLY,1097755,20130311,
0,17,100796.52,W,F,,6,TYPE-A,64,0,MONTHLY,343344,20121231,
0,22,199999.88,,M,3000000,2,TYPE-A,80,0,ANNUAL,1465322,20131031,
0,17,100000,M,M,1400004,1,TYPE-B,38,2,ANNUAL,131022,20080229,
1,12,350000,,M,1500000,1,TYPE-B,54,0,ANNUAL,1310466,20120330,20130527
0,17,100000,,,,1,TYPE-B,58,2,SEMI-ANNUAL,568800,20090630,
0,12,400000,,M,7999992,2,TYPE-B,58,3,ANNUAL,1418166,20130930,
0,48,107170,M,M,1599996,1,TYPE-B,41,1,ANNUAL,1125366,20100831,
1,12,120000.84,W,F,279996,1,TYPE-B,56,0,MONTHLY,1208399,20110331,20110727
1,22,250000,M,M,495000,1,TYPE-B,48,3,ANNUAL,595933,20110718,20130916
1,12,100000,M,F,300000,1,TYPE-B,21,2,SEMI-ANNUAL,257922,20080829,20091027
0,12,250000,M,M,600000,1,TYPE-B,43,3,SEMI-ANNUAL,145533,20100331,
0,12,150000,M,M,579996,1,TYPE-B,27,2,SEMI-ANNUAL,361822,20081117,
0,17,101000,S,M,360000,1,TYPE-B,28,0,ANNUAL,184300,20080226,
1,12,150000,,M,,1,TYPE-B,60,0,ANNUAL,281055,20110413,20130610
0,22,100000,M,M,450000,1,TYPE-B,51,3,ANNUAL,360188,20091231,
0,12,150000,M,M,1083324,1,TYPE-B,47,3,ANNUAL,47399,20070928,
1,27,100000,S,M,700008,1,TYPE-B,26,0,ANNUAL,872033,20100831,20111027
0,17,100000.12,,F,,6,TYPE-A,66,0,ANNUAL,343500,20121127,
0,17,100000,M,M,230004,1,TYPE-B,48,1,ANNUAL,791988,20091231,
0,37,130000,M,M,600000,1,TYPE-B,47,1,ANNUAL,346344,20081021,
0,27,338246.88,M,M,499992,2,TYPE-A,51,2,MONTHLY,1079488,20130326,
1,52,100000,S,F,300000,1,TYPE-B,43,0,ANNUAL,928077,20100331,20110527
0,17,118203.72,M,M,600000,2,TYPE-A,57,3,MONTHLY,343477,20120830,
0,12,125000,S,M,249996,1,TYPE-B,24,0,ANNUAL,499499,20121023,
0,17,124809,,F,499992,2,TYPE-A,56,0,MONTHLY,343355,20130919,
0,25,400000,M,M,999996,1,TYPE-B,60,1,ANNUAL,493488,20090831,
0,22,100000,M,M,699996,5,TYPE-B,34,1,ANNUAL,547200,20090618,
0,17,200000,M,M,2000004,1,TYPE-B,33,2,ANNUAL,192766,20080430,
1,27,100000,M,F,450000,1,TYPE-B,33,1,ANNUAL,746166,20100226,20110427
0,17,229979.51,M,M,699996,2,TYPE-A,44,3,ANNUAL,1239533,20130228,
0,75,102340.25,,M,,6,TYPE-A,79,0,ANNUAL,1310433,20130529,
0,22,100000,M,M,450000,1,TYPE-B,43,3,ANNUAL,812433,20091231,
0,22,106134.16,,M,249996,1,TYPE-A,56,0,ANNUAL,773733,20130822,
0,22,125399.64,S,M,300000,1,TYPE-B,25,0,MONTHLY,540488,20081128,
1,12,189999.92,M,F,499992,2,TYPE-B,48,2,ANNUAL,1307111,20120312,20130511
1,12,500000,,M,1500000,2,TYPE-B,61,0,ANNUAL,1236200,20120710,20130908
0,32,199999.69,M,M,960000,1,TYPE-A,53,3,ANNUAL,1359799,20130331,
0,22,206180.03,,M,600000,2,TYPE-A,8,3,ANNUAL,1394400,20130326,
0,36,150000,M,F,450000,1,TYPE-B,59,3,ANNUAL,270777,20100831,
0,58,132882.4,M,M,1200000,1,TYPE-A,46,2,ANNUAL,1290500,20111230,
0,12,150000,M,M,500004,1,TYPE-B,72,1,ANNUAL,404111,20090622,
0,91,149999.86,,M,699996,2,TYPE-A,35,2,ANNUAL,1440233,20131031,
1,32,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,137622,20080411,20090611
0,12,180001.44,M,M,3000000,2,TYPE-B,62,1,MONTHLY,1237533,20120928,
1,91,172385.78,,M,499992,2,TYPE-A,53,0,ANNUAL,1320244,20120730,20130827
0,12,200000,M,M,650004,1,TYPE-B,43,1,SEMI-ANNUAL,499499,20101229,
0,9,100000,M,M,600000,1,TYPE-B,43,2,SEMI-ANNUAL,243788,20090302,
1,30,174999,M,M,5000004,1,TYPE-B,54,3,ANNUAL,52011,20090907,20111106
1,12,100000,M,M,432000,1,TYPE-B,46,3,SEMI-ANNUAL,1302422,20121119,20130718
0,12,100000,M,M,350004,1,TYPE-B,57,2,ANNUAL,949499,20100531,
1,27,150000,M,M,450000,1,TYPE-B,48,3,ANNUAL,890222,20100914,20111113
1,17,100000,,,,1,TYPE-B,38,0,SEMI-ANNUAL,96044,20080502,20081227
1,27,100000,S,M,399996,1,TYPE-B,26,0,QUARTERLY,873622,20100226,20110725
1,22,100005,,,,1,TYPE-B,60,0,ANNUAL,20188,20090929,20101127
1,32,101659.92,S,M,300000,1,TYPE-A,27,0,MONTHLY,1227255,20111007,20111213
1,32,149999.14,,M,900000,1,TYPE-A,40,0,ANNUAL,91800,20110930,20121028
1,12,999000,M,M,9600000,1,TYPE-B,44,2,ANNUAL,161688,20090106,20100307
0,17,100000,,,,1,TYPE-B,48,0,SEMI-ANNUAL,113877,20080331,
0,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,20080331,
1,22,150000,M,M,949992,1,TYPE-B,53,3,ANNUAL,739299,20110627,20120825
0,27,100000,,,,1,TYPE-B,85,0,ANNUAL,772044,20100730,
0,12,200004,M,M,3500004,1,TYPE-B,53,2,ANNUAL,1152444,20110131,
0,70,100000,,,,,TYPE-B,49,0,SEMI-ANNUAL,450800,20091230,
0,17,120000.96,M,F,499992,2,TYPE-A,66,2,MONTHLY,347966,20121231,
1,30,600004.8,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,20090330,20090726
0,17,123693.6,M,M,399996,2,TYPE-A,44,3,MONTHLY,343477,20130930,
0,12,100000,M,F,150000,1,TYPE-B,38,1,ANNUAL,583966,20090930,
0,17,119988.91,M,M,999996,1,TYPE-A,45,3,ANNUAL,1368522,20130515,
0,17,120000.96,M,M,1500000,1,TYPE-B,48,3,MONTHLY,132888,20090529,
0,42,250000,M,M,2760000,1,TYPE-B,53,2,ANNUAL,865677,20100629,
0,12,500000,M,M,4500000,2,TYPE-B,44,2,ANNUAL,1267955,20130331,
0,17,120000,M,M,249996,1,TYPE-B,34,2,ANNUAL,109099,20080229,
0,22,100000,S,M,399996,1,TYPE-B,24,0,ANNUAL,201366,20100127,
0,17,114998.96,M,M,999996,1,TYPE-A,49,2,ANNUAL,343466,20130829,
0,22,107213.68,M,M,300000,1,TYPE-A,28,1,SEMI-ANNUAL,343344,20130930,
1,17,100000,M,M,399996,1,TYPE-B,49,3,ANNUAL,614755,20091230,20110226
0,36,100000,M,M,375000,1,TYPE-B,59,2,ANNUAL,668066,20100823,
0,80,200000.4,,M,3000000,1,TYPE-A,54,0,ANNUAL,1347855,20130531,
1,27,150000,M,M,900000,1,TYPE-B,44,3,ANNUAL,758066,20100118,20110319
0,32,412596.96,M,M,1899996,1,TYPE-A,66,2,ANNUAL,1234800,20130814,
0,63,235999.97,,M,199992,2,TYPE-A,76,1,ANNUAL,1132277,20120131,
0,12,150000,,,,1,TYPE-B,51,0,ANNUAL,596522,20100625,
0,32,101017.07,,M,3000000,1,TYPE-A,40,2,ANNUAL,1231777,20110804,
0,32,299999.54,,M,99996,2,TYPE-A,62,0,SEMI-ANNUAL,1349422,20130807,
0,17,100000,M,F,399996,1,TYPE-B,58,1,ANNUAL,202511,20080530,
0,17,121855.8,,M,499992,2,TYPE-A,41,0,MONTHLY,1097788,20120724,
0,65,200000,M,F,450000,1,TYPE-B,28,3,SEMI-ANNUAL,270766,20100730,
1,22,100000,M,M,500004,1,TYPE-B,48,3,ANNUAL,200533,20090409,20100606
0,27,100000,S,M,350004,1,TYPE-B,24,0,ANNUAL,828633,20100129,
0,16,180000,S,F,399996,1,TYPE-B,59,0,MONTHLY,684911,20090616,
1,34,200000,M,M,600000,1,TYPE-B,60,2,ANNUAL,1125188,20100817,20111016
0,43,100000,M,M,1200000,1,TYPE-B,41,1,ANNUAL,211011,20080602,
